cluster_id	member_id	source_group	length	cross_group_cluster
mh_p110_000000025048	mh_p110_000000025048	mh_p110	21685	1
mh_p110_000000025048	spaS30_000000001573	spaS30	21513	1
mh_p110_000000025048	spaS37_000000001513	spaS37	21513	1
mh_p110_000000025048	spaS222_000000001494	spaS222	21513	1
mh_p110_000000025048	spaS223_000000001206	spaS223	21513	1
mh_p110_000000025049	mh_p110_000000025049	mh_p110	1794	1
mh_p110_000000025049	spaS222_000000016777	spaS222	1490	1
mh_p110_000000025051	mh_p110_000000025051	mh_p110	2028	0
mh_p110_000000025054	mh_p110_000000025054	mh_p110	2256	0
mh_p110_000000025057	mh_p110_000000025057	mh_p110	1570	0
mh_p110_000000025058	mh_p110_000000025058	mh_p110	15625	0
mh_p110_000000025060	mh_p110_000000025060	mh_p110	1530	0
mh_p110_000000025065	mh_p110_000000025065	mh_p110	8340	0
mh_p110_000000025066	mh_p110_000000025066	mh_p110	1969	1
mh_p110_000000025066	spaS30_000000020764	spaS30	1621	1
mh_p110_000000025067	mh_p110_000000025067	mh_p110	3650	0
mh_p110_000000025070	mh_p110_000000025070	mh_p110	1984	0
mh_p110_000000025073	mh_p110_000000025073	mh_p110	6939	0
mh_p110_000000025077	mh_p110_000000025077	mh_p110	2120	1
mh_p110_000000025077	spaS222_000000013970	spaS222	1797	1
mh_p110_000000025080	mh_p110_000000025080	mh_p110	3499	1
mh_p110_000000025080	spaS223_000000009276	spaS223	3222	1
mh_p110_000000025080	spaS30_000000009792	spaS30	3177	1
mh_p110_000000025081	mh_p110_000000025081	mh_p110	4653	1
mh_p110_000000025081	spaS30_000000007125	spaS30	4313	1
mh_p110_000000025082	mh_p110_000000025082	mh_p110	1000	0
mh_p110_000000025086	mh_p110_000000025086	mh_p110	1249	0
mh_p110_000000025087	mh_p110_000000025087	mh_p110	2173	0
mh_p110_000000025090	mh_p110_000000025090	mh_p110	5259	0
mh_p110_000000025095	mh_p110_000000025095	mh_p110	1160	0
mh_p110_000000025097	mh_p110_000000025097	mh_p110	3028	0
mh_p110_000000025102	mh_p110_000000025102	mh_p110	1125	0
mh_p110_000000025103	mh_p110_000000025103	mh_p110	1159	0
mh_p110_000000025104	mh_p110_000000025104	mh_p110	1327	1
mh_p110_000000025104	spaS30_000000030715	spaS30	1155	1
mh_p110_000000025104	spaS37_000000026342	spaS37	1155	1
mh_p110_000000025104	spaS222_000000021450	spaS222	1155	1
mh_p110_000000025104	spaS223_000000026674	spaS223	1155	1
mh_p110_000000025107	mh_p110_000000025107	mh_p110	1051	0
mh_p110_000000025110	mh_p110_000000025110	mh_p110	6995	0
mh_p110_000000025114	mh_p110_000000025114	mh_p110	202044	0
mh_p110_000000025125	mh_p110_000000025125	mh_p110	3451	0
mh_p110_000000025128	mh_p110_000000025128	mh_p110	1381	0
mh_p110_000000025131	mh_p110_000000025131	mh_p110	5416	0
mh_p110_000000025135	mh_p110_000000025135	mh_p110	1254	1
mh_p110_000000025135	spaS37_000000024062	spaS37	1253	1
mh_p110_000000025138	mh_p110_000000025138	mh_p110	9598	1
mh_p110_000000025138	spaS30_000000003611	spaS30	8894	1
mh_p110_000000025143	mh_p110_000000025143	mh_p110	2596	0
mh_p110_000000025149	mh_p110_000000025149	mh_p110	1762	0
mh_p110_000000025150	mh_p110_000000025150	mh_p110	2654	0
mh_p110_000000025153	mh_p110_000000025153	mh_p110	1718	0
mh_p110_000000025154	mh_p110_000000025154	mh_p110	3530	0
mh_p110_000000025158	mh_p110_000000025158	mh_p110	20258	0
mh_p110_000000025161	mh_p110_000000025161	mh_p110	1616	0
mh_p110_000000025162	mh_p110_000000025162	mh_p110	3229	1
mh_p110_000000025162	spaS37_000000010874	spaS37	2703	1
mh_p110_000000025165	mh_p110_000000025165	mh_p110	31240	0
mh_p110_000000025169	mh_p110_000000025169	mh_p110	1933	0
mh_p110_000000025171	mh_p110_000000025171	mh_p110	1674	0
mh_p110_000000025175	mh_p110_000000025175	mh_p110	7325	0
mh_p110_000000025181	mh_p110_000000025181	mh_p110	9454	0
mh_p110_000000025184	mh_p110_000000025184	mh_p110	51791	0
mh_p110_000000025186	mh_p110_000000025186	mh_p110	1142	1
mh_p110_000000025186	spaS37_000000030507	spaS37	1012	1
mh_p110_000000025190	mh_p110_000000025190	mh_p110	1047	0
mh_p110_000000025191	mh_p110_000000025191	mh_p110	15215	1
mh_p110_000000025191	spaS37_000000002203	spaS37	14557	1
mh_p110_000000025193	mh_p110_000000025193	mh_p110	1956	0
mh_p110_000000025194	mh_p110_000000025194	mh_p110	1866	0
mh_p110_000000025198	mh_p110_000000025198	mh_p110	1109	0
mh_p110_000000025199	mh_p110_000000025199	mh_p110	1478	0
mh_p110_000000025200	mh_p110_000000025200	mh_p110	3278	0
mh_p110_000000025203	mh_p110_000000025203	mh_p110	3396	1
mh_p110_000000025203	spaS37_000000009343	spaS37	3134	1
mh_p110_000000025204	mh_p110_000000025204	mh_p110	3698	0
mh_p110_000000025206	mh_p110_000000025206	mh_p110	6115	0
mh_p110_000000025207	mh_p110_000000025207	mh_p110	1332	0
mh_p110_000000025208	mh_p110_000000025208	mh_p110	2476	0
mh_p110_000000025210	mh_p110_000000025210	mh_p110	1199	0
mh_p110_000000025213	mh_p110_000000025213	mh_p110	1534	0
mh_p110_000000025214	mh_p110_000000025214	mh_p110	1168	0
mh_p110_000000025215	mh_p110_000000025215	mh_p110	1134	0
mh_p110_000000025217	mh_p110_000000025217	mh_p110	1274	0
mh_p110_000000025218	mh_p110_000000025218	mh_p110	1742	0
mh_p110_000000025221	mh_p110_000000025221	mh_p110	15025	0
mh_p110_000000025223	mh_p110_000000025223	mh_p110	6477	0
mh_p110_000000026502	mh_p110_000000026502	mh_p110	1059	0
mh_p110_000000026504	mh_p110_000000026504	mh_p110	3188	0
mh_p110_000000026508	mh_p110_000000026508	mh_p110	1041	0
mh_p110_000000026512	mh_p110_000000026512	mh_p110	5962	0
mh_p110_000000026513	mh_p110_000000026513	mh_p110	14020	1
mh_p110_000000026513	spaS30_000000002425	spaS30	13767	1
mh_p110_000000026514	mh_p110_000000026514	mh_p110	1589	0
mh_p110_000000026515	mh_p110_000000026515	mh_p110	2277	0
mh_p110_000000026517	mh_p110_000000026517	mh_p110	1557	0
mh_p110_000000026519	mh_p110_000000026519	mh_p110	1825	0
mh_p110_000000026520	mh_p110_000000026520	mh_p110	2207	0
mh_p110_000000026521	mh_p110_000000026521	mh_p110	22686	0
mh_p110_000000026522	mh_p110_000000026522	mh_p110	1018	0
mh_p110_000000026523	mh_p110_000000026523	mh_p110	4236	0
mh_p110_000000026524	mh_p110_000000026524	mh_p110	4995	0
mh_p110_000000026526	mh_p110_000000026526	mh_p110	1464	0
mh_p110_000000026527	mh_p110_000000026527	mh_p110	4049	0
mh_p110_000000026528	mh_p110_000000026528	mh_p110	24030	0
mh_p110_000000026532	mh_p110_000000026532	mh_p110	28696	0
mh_p110_000000026534	mh_p110_000000026534	mh_p110	1521	1
mh_p110_000000026534	spaS37_000000024480	spaS37	1233	1
mh_p110_000000026535	mh_p110_000000026535	mh_p110	3034	1
mh_p110_000000026535	spaS30_000000013168	spaS30	2440	1
mh_p110_000000026545	mh_p110_000000026545	mh_p110	1951	0
mh_p110_000000026551	mh_p110_000000026551	mh_p110	1473	0
mh_p110_000000026553	mh_p110_000000026553	mh_p110	1306	0
mh_p110_000000026556	mh_p110_000000026556	mh_p110	1458	1
mh_p110_000000026556	spaS30_000000024461	spaS30	1409	1
mh_p110_000000026558	mh_p110_000000026558	mh_p110	1868	0
mh_p110_000000026561	mh_p110_000000026561	mh_p110	1082	0
mh_p110_000000026569	mh_p110_000000026569	mh_p110	1279	0
mh_p110_000000026571	mh_p110_000000026571	mh_p110	1306	0
mh_p110_000000026574	mh_p110_000000026574	mh_p110	1069	0
mh_p110_000000026577	mh_p110_000000026577	mh_p110	1935	0
mh_p110_000000026578	mh_p110_000000026578	mh_p110	6365	1
mh_p110_000000026578	spaS30_000000005635	spaS30	5464	1
mh_p110_000000026579	mh_p110_000000026579	mh_p110	2747	0
mh_p110_000000026582	mh_p110_000000026582	mh_p110	1713	0
mh_p110_000000026584	mh_p110_000000026584	mh_p110	4433	0
mh_p110_000000026585	mh_p110_000000026585	mh_p110	9729	0
mh_p110_000000026586	mh_p110_000000026586	mh_p110	1581	0
mh_p110_000000026592	mh_p110_000000026592	mh_p110	1483	0
mh_p110_000000026593	mh_p110_000000026593	mh_p110	2369	1
mh_p110_000000026593	spaS222_000000010979	spaS222	2325	1
mh_p110_000000026594	mh_p110_000000026594	mh_p110	2613	1
mh_p110_000000026594	spaS37_000000011444	spaS37	2568	1
mh_p110_000000026595	mh_p110_000000026595	mh_p110	1603	0
mh_p110_000000026601	mh_p110_000000026601	mh_p110	1624	0
mh_p110_000000026603	mh_p110_000000026603	mh_p110	1140	0
mh_p110_000000026605	mh_p110_000000026605	mh_p110	1028	0
mh_p110_000000026606	mh_p110_000000026606	mh_p110	1025	0
mh_p110_000000026607	mh_p110_000000026607	mh_p110	1949	0
mh_p110_000000026608	mh_p110_000000026608	mh_p110	13404	0
mh_p110_000000026609	mh_p110_000000026609	mh_p110	3311	0
mh_p110_000000026615	mh_p110_000000026615	mh_p110	1023	0
mh_p110_000000026617	mh_p110_000000026617	mh_p110	4223	1
mh_p110_000000026617	spaS37_000000006891	spaS37	4223	1
mh_p110_000000026618	mh_p110_000000026618	mh_p110	1160	0
mh_p110_000000026625	mh_p110_000000026625	mh_p110	4717	0
mh_p110_000000026626	mh_p110_000000026626	mh_p110	30676	1
mh_p110_000000026626	spaS37_000000001186	spaS37	27433	1
mh_p110_000000026628	mh_p110_000000026628	mh_p110	2312	0
mh_p110_000000026630	mh_p110_000000026630	mh_p110	11952	0
mh_p110_000000026635	mh_p110_000000026635	mh_p110	1479	0
mh_p110_000000026639	mh_p110_000000026639	mh_p110	1125	0
mh_p110_000000026641	mh_p110_000000026641	mh_p110	3225	1
mh_p110_000000026641	spaS30_000000010307	spaS30	3035	1
mh_p110_000000026644	mh_p110_000000026644	mh_p110	1854	0
mh_p110_000000026646	mh_p110_000000026646	mh_p110	1606	1
mh_p110_000000026646	spaS37_000000019161	spaS37	1544	1
mh_p110_000000026647	mh_p110_000000026647	mh_p110	1174	0
mh_p110_000000026649	mh_p110_000000026649	mh_p110	1971	0
mh_p110_000000026650	mh_p110_000000026650	mh_p110	2030	0
mh_p110_000000026654	mh_p110_000000026654	mh_p110	1255	0
mh_p110_000000026655	mh_p110_000000026655	mh_p110	1261	0
mh_p110_000000026658	mh_p110_000000026658	mh_p110	3300	0
mh_p110_000000026660	mh_p110_000000026660	mh_p110	4551	0
mh_p110_000000026661	mh_p110_000000026661	mh_p110	3590	0
mh_p110_000000026666	mh_p110_000000026666	mh_p110	1641	0
mh_p110_000000026668	mh_p110_000000026668	mh_p110	4644	0
mh_p110_000000026669	mh_p110_000000026669	mh_p110	1490	0
mh_p110_000000026672	mh_p110_000000026672	mh_p110	2152	0
mh_p110_000000026673	mh_p110_000000026673	mh_p110	13639	0
mh_p110_000000026675	mh_p110_000000026675	mh_p110	1529	0
mh_p110_000000026676	mh_p110_000000026676	mh_p110	6237	0
mh_p110_000000026678	mh_p110_000000026678	mh_p110	1769	0
mh_p110_000000026681	mh_p110_000000026681	mh_p110	1571	0
mh_p110_000000026685	mh_p110_000000026685	mh_p110	4099	0
mh_p110_000000026688	mh_p110_000000026688	mh_p110	3624	1
mh_p110_000000026688	spaS222_000000007782	spaS222	3419	1
mh_p110_000000026688	spaS223_000000008744	spaS223	3419	1
mh_p110_000000026689	mh_p110_000000026689	mh_p110	3913	0
mh_p110_000000026695	mh_p110_000000026695	mh_p110	11041	0
mh_p110_000000026702	mh_p110_000000026702	mh_p110	1342	1
mh_p110_000000026702	spaS30_000000027048	spaS30	1289	1
mh_p110_000000026703	mh_p110_000000026703	mh_p110	1333	0
mh_p110_000000026704	mh_p110_000000026704	mh_p110	3242	0
mh_p110_000000026709	mh_p110_000000026709	mh_p110	1189	0
mh_p110_000000026710	mh_p110_000000026710	mh_p110	2113	0
mh_p110_000000026716	mh_p110_000000026716	mh_p110	1085	0
mh_p110_000000026718	mh_p110_000000026718	mh_p110	1373	0
mh_p110_000000026720	mh_p110_000000026720	mh_p110	11978	0
mh_p110_000000026722	mh_p110_000000026722	mh_p110	1275	0
mh_p110_000000026724	mh_p110_000000026724	mh_p110	1246	0
mh_p110_000000026726	mh_p110_000000026726	mh_p110	1007	0
mh_p110_000000026729	mh_p110_000000026729	mh_p110	1018	0
mh_p110_000000029353	mh_p110_000000029353	mh_p110	4724	0
mh_p110_000000029355	mh_p110_000000029355	mh_p110	1391	0
mh_p110_000000029360	mh_p110_000000029360	mh_p110	1134	0
mh_p110_000000029361	mh_p110_000000029361	mh_p110	7382	0
mh_p110_000000029378	mh_p110_000000029378	mh_p110	1527	1
mh_p110_000000029378	spaS30_000000022722	spaS30	1502	1
mh_p110_000000029379	mh_p110_000000029379	mh_p110	2056	1
mh_p110_000000029379	spaS223_000000015924	spaS223	1884	1
mh_p110_000000029379	spaS222_000000013353	spaS222	1884	1
mh_p110_000000029380	mh_p110_000000029380	mh_p110	20505	0
mh_p110_000000029381	mh_p110_000000029381	mh_p110	1000	0
mh_p110_000000029383	mh_p110_000000029383	mh_p110	1975	0
mh_p110_000000029386	mh_p110_000000029386	mh_p110	2241	0
mh_p110_000000029388	mh_p110_000000029388	mh_p110	2214	0
mh_p110_000000029390	mh_p110_000000029390	mh_p110	1201	0
mh_p110_000000029391	mh_p110_000000029391	mh_p110	1544	0
mh_p110_000000029392	mh_p110_000000029392	mh_p110	1118	0
mh_p110_000000029399	mh_p110_000000029399	mh_p110	4199	0
mh_p110_000000029401	mh_p110_000000029401	mh_p110	4568	0
mh_p110_000000029404	mh_p110_000000029404	mh_p110	1302	0
mh_p110_000000029405	mh_p110_000000029405	mh_p110	1574	0
mh_p110_000000029406	mh_p110_000000029406	mh_p110	1181	0
mh_p110_000000029407	mh_p110_000000029407	mh_p110	33308	0
mh_p110_000000029408	mh_p110_000000029408	mh_p110	1457	1
mh_p110_000000029408	spaS30_000000024241	spaS30	1420	1
mh_p110_000000029409	mh_p110_000000029409	mh_p110	1859	1
mh_p110_000000029409	spaS30_000000018134	spaS30	1829	1
mh_p110_000000029411	mh_p110_000000029411	mh_p110	4659	1
mh_p110_000000029411	spaS222_000000006063	spaS222	4515	1
mh_p110_000000029414	mh_p110_000000029414	mh_p110	1062	0
mh_p110_000000029421	mh_p110_000000029421	mh_p110	1674	0
mh_p110_000000029424	mh_p110_000000029424	mh_p110	3738	1
mh_p110_000000029424	spaS37_000000008532	spaS37	3425	1
mh_p110_000000029425	mh_p110_000000029425	mh_p110	1170	0
mh_p110_000000029430	mh_p110_000000029430	mh_p110	5990	0
mh_p110_000000029431	mh_p110_000000029431	mh_p110	1132	0
mh_p110_000000029434	mh_p110_000000029434	mh_p110	4022	1
mh_p110_000000029434	spaS37_000000008485	spaS37	3442	1
mh_p110_000000029438	mh_p110_000000029438	mh_p110	1164	0
mh_p110_000000029442	mh_p110_000000029442	mh_p110	11898	0
mh_p110_000000029447	mh_p110_000000029447	mh_p110	1963	1
mh_p110_000000029447	spaS222_000000013840	spaS222	1816	1
mh_p110_000000029450	mh_p110_000000029450	mh_p110	23779	0
mh_p110_000000029452	mh_p110_000000029452	mh_p110	1441	1
mh_p110_000000029452	spaS37_000000025770	spaS37	1177	1
mh_p110_000000029458	mh_p110_000000029458	mh_p110	1822	0
mh_p110_000000029460	mh_p110_000000029460	mh_p110	1383	0
mh_p110_000000029462	mh_p110_000000029462	mh_p110	8692	0
mh_p110_000000029465	mh_p110_000000029465	mh_p110	1038	0
mh_p110_000000029466	mh_p110_000000029466	mh_p110	1260	1
mh_p110_000000029466	spaS30_000000030662	spaS30	1157	1
mh_p110_000000029469	mh_p110_000000029469	mh_p110	1898	0
mh_p110_000000029470	mh_p110_000000029470	mh_p110	2210	0
mh_p110_000000029471	mh_p110_000000029471	mh_p110	3481	1
mh_p110_000000029471	spaS37_000000008675	spaS37	3372	1
mh_p110_000000029472	mh_p110_000000029472	mh_p110	1930	1
mh_p110_000000029472	spaS37_000000018422	spaS37	1605	1
mh_p110_000000029473	mh_p110_000000029473	mh_p110	35867	0
mh_p110_000000029475	mh_p110_000000029475	mh_p110	8453	1
mh_p110_000000029475	spaS30_000000004112	spaS30	7761	1
mh_p110_000000029475	spaS37_000000003911	spaS37	7710	1
mh_p110_000000029475	spaS222_000000003776	spaS222	7709	1
mh_p110_000000029475	spaS223_000000003876	spaS223	7709	1
mh_p110_000000029479	mh_p110_000000029479	mh_p110	1132	0
mh_p110_000000029480	mh_p110_000000029480	mh_p110	2210	0
mh_p110_000000029481	mh_p110_000000029481	mh_p110	10455	1
mh_p110_000000029481	spaS223_000000002982	spaS223	9766	1
mh_p110_000000029481	spaS37_000000003133	spaS37	9778	1
mh_p110_000000029483	mh_p110_000000029483	mh_p110	1741	0
mh_p110_000000029484	mh_p110_000000029484	mh_p110	1517	0
mh_p110_000000029485	mh_p110_000000029485	mh_p110	1801	0
mh_p110_000000029489	mh_p110_000000029489	mh_p110	7468	0
mh_p110_000000029492	mh_p110_000000029492	mh_p110	2353	0
mh_p110_000000029493	mh_p110_000000029493	mh_p110	1640	0
mh_p110_000000029497	mh_p110_000000029497	mh_p110	2041	1
mh_p110_000000029497	spaS37_000000016254	spaS37	1816	1
mh_p110_000000029500	mh_p110_000000029500	mh_p110	1489	0
mh_p110_000000029501	mh_p110_000000029501	mh_p110	1162	0
mh_p110_000000029502	mh_p110_000000029502	mh_p110	2618	0
mh_p110_000000029506	mh_p110_000000029506	mh_p110	3983	0
mh_p110_000000029508	mh_p110_000000029508	mh_p110	1188	0
mh_p110_000000029509	mh_p110_000000029509	mh_p110	19778	0
mh_p110_000000029510	mh_p110_000000029510	mh_p110	2146	0
mh_p110_000000029511	mh_p110_000000029511	mh_p110	1990	0
mh_p110_000000029515	mh_p110_000000029515	mh_p110	1249	0
mh_p110_000000029516	mh_p110_000000029516	mh_p110	1176	0
mh_p110_000000029520	mh_p110_000000029520	mh_p110	2245	0
mh_p110_000000029521	mh_p110_000000029521	mh_p110	1550	0
mh_p110_000000029522	mh_p110_000000029522	mh_p110	5371	0
mh_p110_000000029524	mh_p110_000000029524	mh_p110	57764	1
mh_p110_000000029524	spaS30_000000000633	spaS30	46623	1
mh_p110_000000029525	mh_p110_000000029525	mh_p110	9218	0
mh_p110_000000029527	mh_p110_000000029527	mh_p110	2566	1
mh_p110_000000029527	spaS37_000000010194	spaS37	2884	1
mh_p110_000000029528	mh_p110_000000029528	mh_p110	3619	0
mh_p110_000000029529	mh_p110_000000029529	mh_p110	2800	0
mh_p110_000000029530	mh_p110_000000029530	mh_p110	1853	0
mh_p110_000000029532	mh_p110_000000029532	mh_p110	105802	0
mh_p110_000000029534	mh_p110_000000029534	mh_p110	59732	0
mh_p110_000000029535	mh_p110_000000029535	mh_p110	15505	0
mh_p110_000000029536	mh_p110_000000029536	mh_p110	1181	0
mh_p110_000000029537	mh_p110_000000029537	mh_p110	7145	0
mh_p110_000000029538	mh_p110_000000029538	mh_p110	30241	0
mh_p110_000000029539	mh_p110_000000029539	mh_p110	9667	0
mh_p110_000000029541	mh_p110_000000029541	mh_p110	2261	0
mh_p110_000000029545	mh_p110_000000029545	mh_p110	4309	0
mh_p110_000000029547	mh_p110_000000029547	mh_p110	6275	0
mh_p110_000000029549	mh_p110_000000029549	mh_p110	1001	0
mh_p110_000000029550	mh_p110_000000029550	mh_p110	1653	0
mh_p110_000000029552	mh_p110_000000029552	mh_p110	1052	0
mh_p110_000000029556	mh_p110_000000029556	mh_p110	7018	0
mh_p110_000000029559	mh_p110_000000029559	mh_p110	1961	0
mh_p110_000000029563	mh_p110_000000029563	mh_p110	1599	0
mh_p110_000000029568	mh_p110_000000029568	mh_p110	19582	1
mh_p110_000000029568	spaS37_000000001660	spaS37	19505	1
mh_p110_000000029570	mh_p110_000000029570	mh_p110	1688	0
mh_p110_000000030927	mh_p110_000000030927	mh_p110	119843	0
mh_p110_000000030934	mh_p110_000000030934	mh_p110	1043	0
mh_p110_000000030936	mh_p110_000000030936	mh_p110	10896	0
mh_p110_000000030937	mh_p110_000000030937	mh_p110	1067	0
mh_p110_000000030938	mh_p110_000000030938	mh_p110	1375	0
mh_p110_000000030944	mh_p110_000000030944	mh_p110	115140	0
mh_p110_000000030946	mh_p110_000000030946	mh_p110	4411	1
mh_p110_000000030946	spaS37_000000007646	spaS37	3801	1
mh_p110_000000030947	mh_p110_000000030947	mh_p110	1599	0
mh_p110_000000030949	mh_p110_000000030949	mh_p110	8806	0
mh_p110_000000030950	mh_p110_000000030950	mh_p110	1431	1
mh_p110_000000030950	spaS37_000000025064	spaS37	1207	1
mh_p110_000000030955	mh_p110_000000030955	mh_p110	2104	0
mh_p110_000000030959	mh_p110_000000030959	mh_p110	3832	0
mh_p110_000000030960	mh_p110_000000030960	mh_p110	1540	0
mh_p110_000000030961	mh_p110_000000030961	mh_p110	1041	0
mh_p110_000000030962	mh_p110_000000030962	mh_p110	1289	0
mh_p110_000000030964	mh_p110_000000030964	mh_p110	1461	0
mh_p110_000000030968	mh_p110_000000030968	mh_p110	1727	0
mh_p110_000000030971	mh_p110_000000030971	mh_p110	1499	0
mh_p110_000000030973	mh_p110_000000030973	mh_p110	2749	0
mh_p110_000000030974	mh_p110_000000030974	mh_p110	17598	0
mh_p110_000000030976	mh_p110_000000030976	mh_p110	1765	0
mh_p110_000000030978	mh_p110_000000030978	mh_p110	5863	0
mh_p110_000000030979	mh_p110_000000030979	mh_p110	7065	0
mh_p110_000000030981	mh_p110_000000030981	mh_p110	1274	0
mh_p110_000000030991	mh_p110_000000030991	mh_p110	1355	0
mh_p110_000000030992	mh_p110_000000030992	mh_p110	2247	0
mh_p110_000000030993	mh_p110_000000030993	mh_p110	1981	0
mh_p110_000000030994	mh_p110_000000030994	mh_p110	13071	1
mh_p110_000000030994	spaS222_000000002380	spaS222	12943	1
mh_p110_000000030995	mh_p110_000000030995	mh_p110	1173	0
mh_p110_000000030998	mh_p110_000000030998	mh_p110	1289	0
mh_p110_000000030999	mh_p110_000000030999	mh_p110	1257	0
mh_p110_000000031001	mh_p110_000000031001	mh_p110	1565	1
mh_p110_000000031001	spaS37_000000018899	spaS37	1565	1
mh_p110_000000031005	mh_p110_000000031005	mh_p110	1177	0
mh_p110_000000031006	mh_p110_000000031006	mh_p110	2039	0
mh_p110_000000031008	mh_p110_000000031008	mh_p110	44647	0
mh_p110_000000031011	mh_p110_000000031011	mh_p110	1181	0
mh_p110_000000031012	mh_p110_000000031012	mh_p110	1218	0
mh_p110_000000031013	mh_p110_000000031013	mh_p110	11375	0
mh_p110_000000031014	mh_p110_000000031014	mh_p110	2775	0
mh_p110_000000031015	mh_p110_000000031015	mh_p110	1264	0
mh_p110_000000031022	mh_p110_000000031022	mh_p110	1812	0
mh_p110_000000031024	mh_p110_000000031024	mh_p110	4884	0
mh_p110_000000031026	mh_p110_000000031026	mh_p110	1121	0
mh_p110_000000031031	mh_p110_000000031031	mh_p110	2441	0
mh_p110_000000031033	mh_p110_000000031033	mh_p110	1497	0
mh_p110_000000031034	mh_p110_000000031034	mh_p110	1544	0
mh_p110_000000031035	mh_p110_000000031035	mh_p110	1081	0
mh_p110_000000031036	mh_p110_000000031036	mh_p110	7152	0
mh_p110_000000031037	mh_p110_000000031037	mh_p110	1381	0
mh_p110_000000031040	mh_p110_000000031040	mh_p110	1848	0
mh_p110_000000031041	mh_p110_000000031041	mh_p110	1782	0
mh_p110_000000031042	mh_p110_000000031042	mh_p110	5586	0
mh_p110_000000031056	mh_p110_000000031056	mh_p110	2686	0
mh_p110_000000031057	mh_p110_000000031057	mh_p110	1266	0
mh_p110_000000031060	mh_p110_000000031060	mh_p110	1037	0
mh_p110_000000031061	mh_p110_000000031061	mh_p110	1786	1
mh_p110_000000031061	spaS37_000000017701	spaS37	1668	1
mh_p110_000000031062	mh_p110_000000031062	mh_p110	2691	0
mh_p110_000000031063	mh_p110_000000031063	mh_p110	95886	0
mh_p110_000000031064	mh_p110_000000031064	mh_p110	1256	0
mh_p110_000000031066	mh_p110_000000031066	mh_p110	1170	0
mh_p110_000000031068	mh_p110_000000031068	mh_p110	1069	0
mh_p110_000000031075	mh_p110_000000031075	mh_p110	4530	0
mh_p110_000000031078	mh_p110_000000031078	mh_p110	3061	0
mh_p110_000000031079	mh_p110_000000031079	mh_p110	6278	0
mh_p110_000000031085	mh_p110_000000031085	mh_p110	4132	0
mh_p110_000000031086	mh_p110_000000031086	mh_p110	2617	1
mh_p110_000000031086	spaS30_000000014651	spaS30	2211	1
mh_p110_000000031086	spaS37_000000013337	spaS37	2211	1
mh_p110_000000031090	mh_p110_000000031090	mh_p110	1094	0
mh_p110_000000031091	mh_p110_000000031091	mh_p110	26736	0
mh_p110_000000031093	mh_p110_000000031093	mh_p110	1506	0
mh_p110_000000031094	mh_p110_000000031094	mh_p110	1757	0
mh_p110_000000031101	mh_p110_000000031101	mh_p110	2446	1
mh_p110_000000031101	spaS37_000000012377	spaS37	2380	1
mh_p110_000000031109	mh_p110_000000031109	mh_p110	1697	1
mh_p110_000000031109	spaS30_000000020175	spaS30	1665	1
mh_p110_000000031112	mh_p110_000000031112	mh_p110	2293	0
mh_p110_000000031115	mh_p110_000000031115	mh_p110	26794	0
mh_p110_000000031117	mh_p110_000000031117	mh_p110	1376	0
mh_p110_000000031122	mh_p110_000000031122	mh_p110	1062	0
mh_p110_000000031127	mh_p110_000000031127	mh_p110	1131	0
mh_p110_000000031130	mh_p110_000000031130	mh_p110	6232	0
mh_p110_000000031133	mh_p110_000000031133	mh_p110	71229	0
mh_p110_000000031134	mh_p110_000000031134	mh_p110	1142	0
mh_p110_000000031135	mh_p110_000000031135	mh_p110	1143	1
mh_p110_000000031135	spaS37_000000029072	spaS37	1059	1
mh_p110_000000031136	mh_p110_000000031136	mh_p110	1128	0
mh_p110_000000031138	mh_p110_000000031138	mh_p110	1499	0
mh_p110_000000031142	mh_p110_000000031142	mh_p110	1433	0
mh_p110_000000031143	mh_p110_000000031143	mh_p110	11849	0
mh_p110_000000031145	mh_p110_000000031145	mh_p110	1117	0
mh_p110_000000031147	mh_p110_000000031147	mh_p110	1300	1
mh_p110_000000031147	spaS30_000000029280	spaS30	1202	1
mh_p110_000000031148	mh_p110_000000031148	mh_p110	14378	0
mh_p110_000000031151	mh_p110_000000031151	mh_p110	1405	0
mh_p110_000000031156	mh_p110_000000031156	mh_p110	1550	1
mh_p110_000000031156	spaS30_000000026290	spaS30	1322	1
mh_p110_000000032416	mh_p110_000000032416	mh_p110	19292	1
mh_p110_000000032416	spaS222_000000001698	spaS222	18634	1
mh_p110_000000032417	mh_p110_000000032417	mh_p110	1275	1
mh_p110_000000032417	spaS223_000000027796	spaS223	1112	1
mh_p110_000000032418	mh_p110_000000032418	mh_p110	1623	0
mh_p110_000000032419	mh_p110_000000032419	mh_p110	1996	0
mh_p110_000000032420	mh_p110_000000032420	mh_p110	17024	0
mh_p110_000000032423	mh_p110_000000032423	mh_p110	2262	0
mh_p110_000000032424	mh_p110_000000032424	mh_p110	3123	0
mh_p110_000000032426	mh_p110_000000032426	mh_p110	20459	0
mh_p110_000000032427	mh_p110_000000032427	mh_p110	8205	0
mh_p110_000000032428	mh_p110_000000032428	mh_p110	1611	0
mh_p110_000000032440	mh_p110_000000032440	mh_p110	3412	0
mh_p110_000000032444	mh_p110_000000032444	mh_p110	3798	0
mh_p110_000000032445	mh_p110_000000032445	mh_p110	1737	0
mh_p110_000000032448	mh_p110_000000032448	mh_p110	1131	1
