whole_cohort_id	is_plasmid	is_virus	has_amr	n_samples	n_participants	length	n_genes	n_amr_genes	n_good_mag	n_binned	mag_status
spaS183_000000002410	FALSE	TRUE	FALSE	1	1	7112	9	0	0	0	unbinned
spaS183_000000002454	TRUE	FALSE	TRUE	5	1	8291	43	1	0	0	unbinned
spaS183_000000002474	FALSE	TRUE	FALSE	5	3	8811	23	0	1	1	good MAG
spaS183_000000002503	FALSE	TRUE	FALSE	2	1	8082	58	0	2	2	good MAG
spaS183_000000002529	FALSE	FALSE	TRUE	3	1	43789	36	1	3	3	good MAG
spaS183_000000002530	TRUE	FALSE	FALSE	5	2	7950	27	0	0	0	unbinned
spaS183_000000002547	TRUE	FALSE	FALSE	7	1	7881	9	0	0	0	unbinned
spaS183_000000002606	FALSE	TRUE	FALSE	1	1	7639	14	0	0	0	unbinned
spaS183_000000002651	FALSE	TRUE	FALSE	4	2	7460	19	0	3	3	good MAG
spaS183_000000002749	TRUE	FALSE	FALSE	3	2	7161	17	0	3	3	good MAG
spaS183_000000002793	TRUE	FALSE	FALSE	1	1	7014	9	0	0	0	unbinned
spaS183_000000002943	TRUE	FALSE	FALSE	2	1	6572	11	0	0	0	unbinned
spaS183_000000002957	TRUE	FALSE	FALSE	1	1	7967	8	0	0	0	unbinned
spaS183_000000002977	TRUE	FALSE	FALSE	1	1	6468	4	0	0	0	unbinned
spaS183_000000003108	FALSE	TRUE	FALSE	1	1	6162	10	0	1	1	good MAG
spaS183_000000003136	FALSE	FALSE	TRUE	1	1	12807	9	1	1	1	good MAG
spaS183_000000003151	FALSE	TRUE	FALSE	3	2	8502	7	0	3	3	good MAG
spaS183_000000003170	TRUE	FALSE	FALSE	2	1	31861	36	0	0	0	unbinned
spaS183_000000003174	TRUE	FALSE	FALSE	1	1	6016	2	0	0	0	unbinned
spaS183_000000003199	TRUE	FALSE	FALSE	3	2	5963	27	0	1	1	good MAG
spaS183_000000003200	FALSE	TRUE	FALSE	5	2	9882	22	0	0	0	unbinned
spaS183_000000003221	FALSE	TRUE	FALSE	2	1	5613	1	0	0	0	unbinned
spaS183_000000003223	FALSE	TRUE	FALSE	1	1	5912	14	0	0	0	unbinned
spaS183_000000003236	FALSE	TRUE	FALSE	2	1	5889	15	0	0	0	unbinned
spaS183_000000003254	FALSE	FALSE	TRUE	5	2	71690	76	1	5	5	good MAG
spaS183_000000003299	FALSE	FALSE	TRUE	2	1	32818	31	1	2	2	good MAG
spaS183_000000003306	FALSE	TRUE	FALSE	2	2	5745	25	0	0	0	unbinned
spaS183_000000003327	TRUE	FALSE	FALSE	1	1	5708	5	0	0	0	unbinned
spaS183_000000003357	FALSE	TRUE	FALSE	1	1	5642	5	0	1	1	good MAG
spaS183_000000003436	FALSE	TRUE	FALSE	3	2	6927	28	0	2	2	good MAG
spaS183_000000003441	FALSE	TRUE	FALSE	3	3	7465	7	0	1	1	good MAG
spaS183_000000003483	TRUE	FALSE	FALSE	1	1	5393	8	0	0	0	unbinned
spaS183_000000003591	TRUE	FALSE	FALSE	2	1	7910	13	0	1	1	good MAG
spaS183_000000003621	FALSE	TRUE	FALSE	5	2	8631	23	0	2	2	good MAG
spaS183_000000003664	TRUE	FALSE	FALSE	3	2	6753	20	0	0	0	unbinned
spaS183_000000003691	TRUE	FALSE	FALSE	5	1	7222	16	0	0	0	unbinned
spaS183_000000003720	TRUE	FALSE	FALSE	1	1	5004	6	0	0	0	unbinned
spaS183_000000003766	FALSE	FALSE	TRUE	7	3	90239	90	1	7	7	good MAG
spaS183_000000003784	TRUE	FALSE	FALSE	1	1	24236	18	0	1	1	good MAG
spaS183_000000003811	FALSE	FALSE	TRUE	2	1	12340	94	1	2	2	good MAG
spaS183_000000003856	TRUE	FALSE	FALSE	10	1	66177	52	0	5	5	good MAG
spaS183_000000004055	FALSE	TRUE	FALSE	2	1	5624	18	0	1	1	good MAG
spaS183_000000004102	FALSE	TRUE	FALSE	4	1	7936	9	0	0	0	unbinned
spaS183_000000004153	TRUE	FALSE	FALSE	7	1	7825	11	0	0	0	unbinned
spaS183_000000004177	FALSE	TRUE	FALSE	2	1	9555	10	0	2	2	good MAG
spaS183_000000004235	TRUE	FALSE	FALSE	4	1	31077	38	0	2	2	good MAG
spaS183_000000004300	FALSE	FALSE	TRUE	4	1	362054	335	1	4	4	good MAG
spaS183_000000004304	TRUE	FALSE	FALSE	1	1	5201	5	0	1	1	good MAG
spaS183_000000004347	TRUE	FALSE	FALSE	3	2	16211	18	0	0	0	unbinned
spaS183_000000004358	FALSE	TRUE	FALSE	2	1	8815	13	0	0	0	unbinned
spaS183_000000004390	TRUE	FALSE	FALSE	3	1	5332	10	0	0	0	unbinned
spaS183_000000004434	FALSE	TRUE	FALSE	5	3	7558	9	0	2	2	good MAG
spaS183_000000004458	TRUE	FALSE	FALSE	2	1	4044	33	0	0	0	unbinned
spaS183_000000004462	FALSE	TRUE	FALSE	1	1	12918	16	0	0	0	unbinned
spaS183_000000004523	TRUE	FALSE	FALSE	2	1	6640	7	0	0	0	unbinned
spaS183_000000004569	FALSE	TRUE	FALSE	2	1	5926	6	0	2	2	good MAG
spaS183_000000004581	FALSE	TRUE	FALSE	1	1	9317	9	0	1	1	good MAG
spaS183_000000004592	FALSE	TRUE	FALSE	2	1	3914	15	0	0	0	unbinned
spaS183_000000004598	TRUE	FALSE	FALSE	1	1	5805	6	0	1	1	good MAG
spaS183_000000004627	FALSE	FALSE	TRUE	2	1	4929	10	1	1	1	good MAG
spaS183_000000004653	TRUE	FALSE	FALSE	3	1	9609	10	0	0	0	unbinned
spaS183_000000004721	FALSE	TRUE	FALSE	2	1	9888	33	0	1	1	good MAG
spaS183_000000004755	TRUE	FALSE	FALSE	3	1	20236	19	0	2	3	good MAG
spaS183_000000004772	TRUE	FALSE	FALSE	2	1	7200	7	0	2	2	good MAG
spaS183_000000004779	FALSE	TRUE	FALSE	5	2	9128	9	0	1	1	good MAG
spaS183_000000004833	FALSE	TRUE	FALSE	2	1	8056	14	0	0	0	unbinned
spaS183_000000004880	TRUE	FALSE	FALSE	2	2	5966	8	0	1	1	good MAG
spaS183_000000004891	TRUE	FALSE	FALSE	7	2	6165	16	0	6	6	good MAG
spaS183_000000004894	TRUE	FALSE	FALSE	2	1	9997	10	0	2	2	good MAG
spaS183_000000004990	FALSE	TRUE	FALSE	1	1	6695	5	0	0	0	unbinned
spaS183_000000005000	TRUE	FALSE	FALSE	2	1	9827	8	0	1	1	good MAG
spaS183_000000005035	FALSE	TRUE	FALSE	2	1	23439	34	0	1	1	good MAG
spaS183_000000005048	TRUE	FALSE	FALSE	3	2	6801	10	0	1	1	good MAG
spaS183_000000005059	TRUE	FALSE	FALSE	20	6	9769	15	0	3	3	good MAG
spaS183_000000005141	FALSE	TRUE	FALSE	8	5	8943	16	0	4	4	good MAG
spaS183_000000005152	TRUE	FALSE	FALSE	2	1	8662	9	0	1	1	good MAG
spaS183_000000005157	TRUE	FALSE	FALSE	2	1	6511	13	0	0	0	unbinned
spaS183_000000005159	FALSE	TRUE	FALSE	1	1	10209	13	0	0	0	unbinned
spaS183_000000005170	FALSE	TRUE	FALSE	2	2	7569	11	0	1	1	good MAG
spaS183_000000005189	FALSE	TRUE	FALSE	1	1	8193	14	0	1	1	good MAG
spaS183_000000005246	TRUE	FALSE	FALSE	1	1	5558	6	0	0	0	unbinned
spaS183_000000005320	FALSE	TRUE	FALSE	1	1	62634	97	0	1	1	good MAG
spaS183_000000005334	FALSE	TRUE	FALSE	1	1	26479	26	0	1	1	good MAG
spaS183_000000005355	FALSE	TRUE	FALSE	4	2	8067	9	0	0	1	binned (low quality)
spaS183_000000005386	TRUE	FALSE	FALSE	11	3	9632	23	0	1	1	good MAG
spaS183_000000005403	TRUE	FALSE	FALSE	13	5	8086	66	0	1	2	good MAG
spaS183_000000005417	FALSE	TRUE	FALSE	2	1	20543	23	0	0	0	unbinned
spaS183_000000005436	TRUE	FALSE	FALSE	1	1	7623	11	0	1	1	good MAG
spaS183_000000005467	FALSE	TRUE	FALSE	3	2	6354	7	0	1	1	good MAG
spaS183_000000005476	FALSE	TRUE	FALSE	6	3	8180	37	0	1	1	good MAG
spaS183_000000005530	FALSE	TRUE	FALSE	1	1	5918	1	0	0	0	unbinned
spaS183_000000005575	FALSE	FALSE	TRUE	3	2	7595	32	1	3	3	good MAG
spaS183_000000005650	TRUE	FALSE	FALSE	2	1	5775	8	0	0	0	unbinned
spaS183_000000005696	FALSE	FALSE	TRUE	3	2	3871	9	1	1	1	good MAG
spaS183_000000005834	TRUE	FALSE	FALSE	2	1	6006	7	0	0	0	unbinned
spaS183_000000005845	TRUE	FALSE	FALSE	3	2	7513	8	0	3	3	good MAG
spaS183_000000005858	FALSE	TRUE	FALSE	2	1	5702	7	0	2	2	good MAG
spaS183_000000005868	FALSE	TRUE	FALSE	1	1	5914	13	0	0	0	unbinned
spaS183_000000005911	FALSE	TRUE	FALSE	3	1	9897	18	0	0	0	unbinned
spaS183_000000005925	FALSE	TRUE	FALSE	3	1	5785	5	0	0	0	unbinned
spaS183_000000005987	FALSE	TRUE	FALSE	3	1	5174	24	0	1	1	good MAG
spaS183_000000005988	FALSE	FALSE	TRUE	4	1	9798	15	1	3	3	good MAG
spaS183_000000005990	TRUE	FALSE	FALSE	11	3	8195	34	0	1	1	good MAG
spaS183_000000006109	TRUE	FALSE	FALSE	2	1	26118	22	0	1	1	good MAG
spaS183_000000006164	FALSE	TRUE	FALSE	3	1	6105	9	0	0	0	unbinned
spaS183_000000006173	TRUE	FALSE	FALSE	2	2	6390	10	0	0	0	unbinned
spaS183_000000006181	TRUE	FALSE	FALSE	3	2	2904	15	0	2	2	good MAG
spaS183_000000006221	FALSE	TRUE	FALSE	2	1	7113	10	0	0	0	unbinned
spaS183_000000006363	TRUE	FALSE	FALSE	2	1	7690	38	0	0	0	unbinned
spaS183_000000006374	TRUE	FALSE	FALSE	2	1	3892	10	0	0	0	unbinned
spaS183_000000006505	FALSE	FALSE	TRUE	2	1	3149	3	1	0	0	unbinned
spaS183_000000006665	FALSE	TRUE	FALSE	1	1	6957	6	0	0	0	unbinned
spaS183_000000006755	TRUE	FALSE	FALSE	1	1	15165	19	0	0	0	unbinned
spaS183_000000006826	FALSE	TRUE	FALSE	2	1	8263	12	0	1	1	good MAG
spaS183_000000006828	FALSE	TRUE	FALSE	2	1	7153	10	0	0	0	unbinned
spaS183_000000006867	TRUE	FALSE	FALSE	1	1	5566	5	0	0	0	unbinned
spaS183_000000006878	TRUE	FALSE	FALSE	2	1	18330	17	0	0	0	unbinned
spaS183_000000007027	FALSE	TRUE	FALSE	2	1	9791	14	0	0	0	unbinned
spaS183_000000007109	TRUE	FALSE	FALSE	5	2	7654	10	0	0	0	unbinned
spaS183_000000007137	FALSE	TRUE	FALSE	2	1	8145	32	0	0	0	unbinned
spaS183_000000007201	FALSE	TRUE	FALSE	4	1	23555	25	0	4	4	good MAG
spaS183_000000007246	TRUE	FALSE	FALSE	3	1	5902	8	0	0	0	unbinned
spaS183_000000007382	FALSE	FALSE	TRUE	2	1	114155	108	1	2	2	good MAG
spaS183_000000007390	FALSE	TRUE	FALSE	2	1	6130	13	0	0	1	binned (low quality)
spaS183_000000007402	FALSE	TRUE	FALSE	1	1	6864	4	0	1	1	good MAG
spaS183_000000007556	FALSE	TRUE	FALSE	2	1	3949	15	0	0	0	unbinned
spaS183_000000007661	FALSE	TRUE	FALSE	3	1	5467	6	0	0	1	binned (low quality)
spaS183_000000007789	TRUE	FALSE	FALSE	2	1	2347	13	0	0	0	unbinned
spaS183_000000007962	TRUE	FALSE	FALSE	4	2	9425	18	0	1	1	good MAG
spaS183_000000008048	FALSE	TRUE	FALSE	2	1	9589	17	0	0	0	unbinned
spaS183_000000008064	FALSE	TRUE	FALSE	1	1	8877	15	0	0	0	unbinned
spaS183_000000008345	TRUE	FALSE	FALSE	2	1	9124	8	0	1	1	good MAG
spaS183_000000008412	TRUE	FALSE	FALSE	2	1	20497	14	0	0	0	unbinned
spaS183_000000008414	FALSE	FALSE	TRUE	3	1	8536	34	1	2	2	good MAG
spaS183_000000008523	TRUE	FALSE	FALSE	2	1	7124	9	0	0	0	unbinned
spaS183_000000008653	TRUE	TRUE	FALSE	6	3	8404	8	0	1	1	good MAG
spaS183_000000008708	FALSE	FALSE	TRUE	1	1	2142	3	1	0	0	unbinned
spaS183_000000008738	TRUE	FALSE	FALSE	4	2	8991	79	0	0	0	unbinned
spaS183_000000008766	TRUE	FALSE	FALSE	1	1	5759	5	0	0	0	unbinned
spaS183_000000008813	FALSE	TRUE	FALSE	2	1	8828	6	0	0	0	unbinned
spaS183_000000008846	TRUE	FALSE	FALSE	5	2	7391	12	0	0	0	unbinned
spaS183_000000008975	FALSE	FALSE	TRUE	1	1	6694	7	1	1	1	good MAG
spaS183_000000009022	TRUE	FALSE	FALSE	2	1	7432	7	0	0	0	unbinned
spaS183_000000009105	FALSE	FALSE	TRUE	3	1	5591	6	1	0	0	unbinned
spaS183_000000009250	FALSE	FALSE	TRUE	2	1	4819	3	1	1	1	good MAG
spaS183_000000009283	FALSE	FALSE	TRUE	4	1	3188	2	1	3	3	good MAG
spaS183_000000009389	TRUE	FALSE	FALSE	1	1	12856	11	0	0	0	unbinned
spaS183_000000009406	FALSE	TRUE	FALSE	7	1	42795	63	0	1	1	good MAG
spaS183_000000009452	TRUE	FALSE	FALSE	2	1	7661	10	0	0	0	unbinned
spaS183_000000009481	TRUE	FALSE	FALSE	3	1	5642	6	0	0	0	unbinned
spaS183_000000009608	TRUE	FALSE	FALSE	2	1	6676	7	0	1	1	good MAG
spaS183_000000009637	FALSE	TRUE	FALSE	1	1	8137	7	0	1	1	good MAG
spaS183_000000009719	FALSE	FALSE	TRUE	1	1	147270	129	1	1	1	good MAG
spaS183_000000009797	TRUE	FALSE	FALSE	1	1	7201	6	0	1	1	good MAG
spaS183_000000009822	TRUE	FALSE	FALSE	3	1	5428	6	0	0	0	unbinned
spaS183_000000009933	FALSE	TRUE	FALSE	2	1	5871	5	0	1	1	good MAG
spaS183_000000009985	FALSE	TRUE	FALSE	1	1	7563	13	0	0	0	unbinned
spaS183_000000010004	TRUE	FALSE	FALSE	3	1	9018	9	0	0	0	unbinned
spaS183_000000010022	TRUE	FALSE	FALSE	8	2	6258	8	0	7	7	good MAG
spaS183_000000010382	TRUE	FALSE	FALSE	2	1	1844	5	0	1	1	good MAG
spaS183_000000010406	FALSE	TRUE	FALSE	1	1	5512	5	0	0	0	unbinned
spaS183_000000010596	FALSE	FALSE	TRUE	6	4	5005	7	1	1	1	good MAG
spaS183_000000010639	FALSE	TRUE	FALSE	2	1	8039	14	0	0	0	unbinned
spaS183_000000010742	TRUE	FALSE	FALSE	1	1	15347	16	0	1	1	good MAG
spaS183_000000010759	FALSE	FALSE	TRUE	4	1	1789	1	1	0	0	unbinned
spaS183_000000010813	FALSE	TRUE	FALSE	7	4	7864	47	0	4	4	good MAG
spaS183_000000010872	FALSE	TRUE	FALSE	2	1	1776	12	0	1	1	good MAG
spaS183_000000010884	FALSE	TRUE	FALSE	2	1	9890	24	0	2	2	good MAG
spaS183_000000010946	FALSE	TRUE	FALSE	3	1	6503	8	0	0	1	binned (low quality)
spaS183_000000011224	FALSE	FALSE	TRUE	2	1	9650	30	1	2	2	good MAG
spaS183_000000011388	FALSE	TRUE	FALSE	2	1	24179	34	0	0	0	unbinned
spaS183_000000011391	FALSE	TRUE	FALSE	4	2	5695	16	0	2	2	good MAG
spaS183_000000011499	TRUE	FALSE	FALSE	3	1	1701	13	0	0	0	unbinned
spaS183_000000011515	TRUE	FALSE	FALSE	1	1	5464	6	0	1	1	good MAG
spaS183_000000011666	TRUE	FALSE	FALSE	1	1	7726	7	0	0	0	unbinned
spaS183_000000011764	FALSE	FALSE	TRUE	3	1	3946	100	1	2	2	good MAG
spaS183_000000012324	FALSE	FALSE	TRUE	3	3	9500	14	1	3	3	good MAG
spaS183_000000012368	FALSE	FALSE	TRUE	5	3	6947	5	1	4	5	good MAG
spaS183_000000012418	TRUE	FALSE	FALSE	2	1	1607	13	0	0	0	unbinned
spaS183_000000012493	TRUE	FALSE	FALSE	1	1	5545	8	0	0	0	unbinned
spaS183_000000012551	FALSE	FALSE	TRUE	1	1	7932	7	1	1	1	good MAG
spaS183_000000012726	TRUE	FALSE	FALSE	2	1	5955	5	0	0	0	unbinned
spaS183_000000012735	FALSE	FALSE	TRUE	3	2	3908	4	3	0	0	unbinned
spaS183_000000012808	TRUE	FALSE	FALSE	2	1	6044	14	0	1	1	good MAG
spaS183_000000012809	TRUE	FALSE	FALSE	4	1	5039	5	0	0	0	unbinned
spaS183_000000012849	FALSE	TRUE	FALSE	2	1	1564	9	0	1	1	good MAG
spaS183_000000013026	FALSE	TRUE	FALSE	2	1	6223	6	0	1	1	good MAG
spaS183_000000013068	TRUE	FALSE	FALSE	3	1	4293	7	0	0	0	unbinned
spaS183_000000013092	TRUE	FALSE	FALSE	1	1	6875	9	0	0	0	unbinned
spaS183_000000013093	FALSE	FALSE	TRUE	1	1	1543	1	1	0	0	unbinned
spaS183_000000013130	TRUE	FALSE	FALSE	2	1	8771	40	0	1	1	good MAG
spaS183_000000013359	FALSE	FALSE	TRUE	2	1	1724	2	1	0	0	unbinned
spaS183_000000013525	FALSE	TRUE	FALSE	2	1	9506	16	0	0	1	binned (low quality)
spaS183_000000013694	FALSE	TRUE	FALSE	2	1	7625	13	0	0	0	unbinned
spaS183_000000013801	TRUE	FALSE	FALSE	2	1	8391	6	0	0	0	unbinned
spaS183_000000013808	FALSE	FALSE	TRUE	2	2	2251	2	1	0	0	unbinned
spaS183_000000013950	FALSE	TRUE	FALSE	7	3	67080	62	0	2	2	good MAG
spaS183_000000014357	FALSE	FALSE	TRUE	3	2	3509	2	1	1	1	good MAG
spaS183_000000014362	TRUE	TRUE	FALSE	3	2	18569	19	0	3	3	good MAG
spaS183_000000014430	TRUE	FALSE	FALSE	2	1	5400	6	0	1	1	good MAG
spaS183_000000014433	TRUE	FALSE	FALSE	1	1	9988	18	0	0	0	unbinned
spaS183_000000014470	TRUE	FALSE	FALSE	1	1	10207	6	0	1	1	good MAG
spaS183_000000014577	FALSE	TRUE	FALSE	2	1	6924	8	0	1	1	good MAG
spaS183_000000014812	FALSE	FALSE	TRUE	1	1	1410	3	1	0	0	unbinned
spaS183_000000014888	TRUE	FALSE	FALSE	2	1	6763	8	0	1	1	good MAG
spaS183_000000015025	FALSE	FALSE	TRUE	4	3	7099	7	1	4	4	good MAG
spaS183_000000015068	FALSE	TRUE	FALSE	1	1	6803	11	0	1	1	good MAG
spaS183_000000015081	FALSE	TRUE	FALSE	4	1	9203	9	0	2	2	good MAG
spaS183_000000015095	FALSE	FALSE	TRUE	3	1	1778	4	1	0	0	unbinned
spaS183_000000015130	FALSE	TRUE	FALSE	2	1	5215	5	0	0	0	unbinned
spaS183_000000015165	TRUE	FALSE	FALSE	2	1	8788	5	0	1	1	good MAG
spaS183_000000015312	FALSE	FALSE	TRUE	1	1	3364	4	1	1	1	good MAG
spaS183_000000015337	FALSE	TRUE	FALSE	2	1	8683	8	0	0	0	unbinned
spaS183_000000015415	TRUE	FALSE	FALSE	2	1	5259	7	0	0	0	unbinned
spaS183_000000015563	FALSE	TRUE	FALSE	2	1	5635	7	0	0	0	unbinned
spaS183_000000015792	FALSE	TRUE	FALSE	2	1	9179	20	0	0	0	unbinned
spaS183_000000015803	FALSE	FALSE	TRUE	2	1	21292	22	1	1	1	good MAG
spaS183_000000015814	TRUE	FALSE	FALSE	9	3	7590	12	0	1	1	good MAG
spaS183_000000015859	FALSE	TRUE	FALSE	2	1	5225	11	0	0	0	unbinned
spaS183_000000015980	FALSE	TRUE	FALSE	5	2	9106	7	0	5	5	good MAG
spaS183_000000016175	TRUE	FALSE	FALSE	2	1	6800	3	0	0	0	unbinned
spaS183_000000016184	TRUE	FALSE	FALSE	2	1	6685	8	0	1	1	good MAG
spaS183_000000016229	FALSE	TRUE	FALSE	1	1	7917	8	0	0	0	unbinned
spaS183_000000016434	FALSE	FALSE	TRUE	3	1	5224	36	1	2	2	good MAG
spaS183_000000016470	FALSE	TRUE	FALSE	2	1	25637	22	0	0	0	unbinned
spaS183_000000016608	FALSE	FALSE	TRUE	1	1	1293	2	1	0	0	unbinned
spaS183_000000016709	FALSE	FALSE	TRUE	2	1	4276	7	1	1	1	good MAG
spaS183_000000016760	FALSE	FALSE	TRUE	2	1	3737	5	2	0	0	unbinned
spaS183_000000016983	FALSE	TRUE	FALSE	2	1	5308	3	0	1	1	good MAG
spaS183_000000017374	FALSE	TRUE	FALSE	2	1	5083	3	0	1	1	good MAG
spaS183_000000017538	TRUE	FALSE	FALSE	10	3	8776	13	0	0	0	unbinned
spaS183_000000017583	FALSE	TRUE	FALSE	3	1	38869	34	0	1	1	good MAG
spaS183_000000017711	FALSE	TRUE	FALSE	2	1	9450	8	0	2	2	good MAG
spaS183_000000017845	FALSE	TRUE	FALSE	2	1	7411	11	0	1	1	good MAG
spaS183_000000017861	FALSE	TRUE	FALSE	1	1	5143	5	0	0	0	unbinned
spaS183_000000017932	FALSE	TRUE	FALSE	2	1	6887	2	0	0	0	unbinned
spaS183_000000017935	FALSE	FALSE	TRUE	2	2	1220	2	1	0	0	unbinned
spaS183_000000017958	FALSE	FALSE	TRUE	2	2	1219	3	1	0	0	unbinned
spaS183_000000018246	TRUE	FALSE	FALSE	3	2	7336	14	0	3	3	good MAG
spaS183_000000018999	TRUE	FALSE	FALSE	4	1	5026	15	0	0	0	unbinned
spaS183_000000019160	TRUE	FALSE	FALSE	1	1	15690	5	0	0	0	unbinned
spaS183_000000019778	FALSE	FALSE	TRUE	1	1	1138	1	1	0	0	unbinned
spaS183_000000020082	FALSE	TRUE	FALSE	2	1	7707	10	0	0	0	unbinned
spaS183_000000020139	FALSE	TRUE	FALSE	2	1	7922	5	0	1	1	good MAG
spaS183_000000020267	FALSE	TRUE	FALSE	3	1	14505	19	0	0	0	unbinned
spaS183_000000020453	FALSE	FALSE	TRUE	1	1	24149	19	1	1	1	good MAG
spaS183_000000020518	TRUE	FALSE	FALSE	3	1	6025	6	0	0	0	unbinned
spaS183_000000020585	FALSE	TRUE	FALSE	2	1	57998	98	0	0	0	unbinned
spaS183_000000020964	TRUE	FALSE	FALSE	1	1	10247	12	0	1	1	good MAG
spaS183_000000020967	TRUE	FALSE	FALSE	2	1	6645	13	0	0	0	unbinned
spaS183_000000021006	FALSE	FALSE	TRUE	4	2	2501	4	1	0	0	unbinned
spaS183_000000021057	FALSE	TRUE	FALSE	2	1	6149	6	0	0	0	unbinned
spaS183_000000021198	FALSE	TRUE	FALSE	2	1	8181	6	0	1	1	good MAG
spaS183_000000021241	FALSE	FALSE	TRUE	3	1	7314	19	1	3	3	good MAG
spaS183_000000021278	FALSE	TRUE	FALSE	3	2	6784	49	0	0	0	unbinned
spaS183_000000021541	TRUE	FALSE	FALSE	3	1	9463	9	0	0	0	unbinned
spaS183_000000021820	FALSE	FALSE	TRUE	5	2	9132	66	1	5	5	good MAG
spaS183_000000021928	TRUE	FALSE	FALSE	2	1	9246	11	0	1	1	good MAG
spaS183_000000021953	TRUE	FALSE	FALSE	2	1	5168	5	0	0	0	unbinned
spaS183_000000021976	FALSE	TRUE	FALSE	3	1	14978	13	0	0	0	unbinned
spaS183_000000022120	FALSE	FALSE	TRUE	1	1	34231	28	1	1	1	good MAG
spaS183_000000023022	FALSE	TRUE	FALSE	4	1	44520	62	0	0	0	unbinned
spaS183_000000023373	FALSE	FALSE	TRUE	1	1	2382	4	1	0	0	unbinned
spaS183_000000023441	FALSE	FALSE	TRUE	2	1	1881	2	1	0	0	unbinned
spaS183_000000023616	FALSE	TRUE	FALSE	2	1	5542	7	0	0	0	unbinned
spaS184_000000000527	FALSE	FALSE	TRUE	1	1	52192	61	1	1	1	good MAG
spaS184_000000001090	FALSE	TRUE	FALSE	1	1	28435	47	0	0	0	unbinned
spaS184_000000001187	FALSE	TRUE	TRUE	7	4	35375	134	1	2	2	good MAG
spaS184_000000001414	FALSE	TRUE	FALSE	1	1	22791	33	0	0	0	unbinned
spaS184_000000001574	FALSE	FALSE	TRUE	6	1	85602	70	3	6	6	good MAG
spaS184_000000001625	TRUE	FALSE	FALSE	2	2	17236	19	0	0	0	unbinned
spaS184_000000001676	TRUE	FALSE	FALSE	3	1	19507	18	0	0	0	unbinned
spaS184_000000001682	TRUE	FALSE	FALSE	2	1	79256	71	0	0	0	unbinned
spaS184_000000001692	FALSE	FALSE	TRUE	8	4	55742	42	1	8	8	good MAG
spaS184_000000001699	FALSE	FALSE	TRUE	2	1	19298	138	1	2	2	good MAG
spaS184_000000001727	TRUE	FALSE	FALSE	2	1	19011	14	0	2	2	good MAG
spaS184_000000001891	FALSE	TRUE	FALSE	1	1	17497	21	0	0	0	unbinned
spaS184_000000002012	FALSE	FALSE	TRUE	2	1	197011	179	1	2	2	good MAG
spaS184_000000002090	FALSE	TRUE	FALSE	1	1	15880	19	0	0	0	unbinned
spaS184_000000002278	FALSE	FALSE	TRUE	1	1	53447	46	1	1	1	good MAG
spaS184_000000002313	TRUE	FALSE	FALSE	9	4	35200	39	0	5	5	good MAG
spaS184_000000002324	FALSE	TRUE	FALSE	3	2	43395	49	0	0	0	unbinned
spaS184_000000002464	FALSE	TRUE	FALSE	6	2	22656	27	0	2	2	good MAG
spaS184_000000002554	FALSE	TRUE	FALSE	2	1	20044	17	0	0	0	unbinned
spaS184_000000002598	TRUE	FALSE	FALSE	1	1	12767	14	0	0	0	unbinned
spaS184_000000002607	FALSE	TRUE	FALSE	1	1	12734	22	0	0	0	unbinned
spaS184_000000002632	TRUE	FALSE	FALSE	2	1	33339	27	0	2	2	good MAG
spaS184_000000002635	TRUE	FALSE	FALSE	2	1	12618	15	0	2	2	good MAG
spaS184_000000002692	TRUE	FALSE	FALSE	1	1	12353	9	0	0	0	unbinned
spaS184_000000002744	TRUE	FALSE	FALSE	1	1	12087	8	0	0	0	unbinned
spaS184_000000002781	FALSE	TRUE	FALSE	1	1	11891	25	0	0	0	unbinned
spaS184_000000002783	FALSE	TRUE	FALSE	1	1	11870	23	0	0	0	unbinned
spaS184_000000002930	TRUE	FALSE	FALSE	1	1	11138	11	0	1	1	good MAG
spaS184_000000002985	TRUE	FALSE	FALSE	2	1	8761	7	0	2	2	good MAG
spaS184_000000003020	FALSE	TRUE	FALSE	1	1	10780	18	0	0	0	unbinned
spaS184_000000003090	FALSE	TRUE	FALSE	1	1	10532	10	0	0	0	unbinned
spaS184_000000003092	FALSE	TRUE	FALSE	1	1	10525	15	0	0	0	unbinned
spaS184_000000003098	FALSE	TRUE	FALSE	1	1	10502	7	0	0	0	unbinned
spaS184_000000003102	FALSE	TRUE	FALSE	4	2	52019	76	0	4	4	good MAG
spaS184_000000003285	TRUE	FALSE	FALSE	2	2	9903	23	0	0	0	unbinned
spaS184_000000003311	TRUE	FALSE	FALSE	1	1	9785	7	0	0	0	unbinned
spaS184_000000003429	FALSE	TRUE	FALSE	4	2	9435	63	0	2	2	good MAG
spaS184_000000003447	TRUE	FALSE	FALSE	2	1	20997	16	0	1	1	good MAG
spaS184_000000003504	TRUE	FALSE	FALSE	2	1	22873	26	0	1	1	good MAG
spaS184_000000003507	TRUE	FALSE	FALSE	1	1	9226	5	0	0	0	unbinned
spaS184_000000003540	FALSE	TRUE	FALSE	1	1	9156	20	0	0	0	unbinned
spaS184_000000003550	TRUE	FALSE	FALSE	6	2	9124	18	0	0	0	unbinned
spaS184_000000003612	TRUE	FALSE	FALSE	1	1	8945	9	0	1	1	good MAG
spaS184_000000003621	FALSE	FALSE	TRUE	2	1	8914	185	1	2	2	good MAG
